# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 17:31:56 2025
#
# User preference: *
#
# CONSTRAINT:  where (tfopwg_disp like '%kp%')
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
loc_rowid,toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
5722,5995.01,352011875,KP,19h02m41.5s,285.6729030,+44d07m00.3s,44.1167510,-0.7740000,0.047,-0.047,0,4.1900000,0.056,-0.056,0,2458686.1875890,0.009997,-0.009997,0,6.2468813,0.0000945,-0.0000945,0,9.0400019,0.8403320,-0.8403320,0,516.1273113,61.0174300,-61.0174300,0,15.6817806,3.5854125,-3.5854125,0,324.7805755,,,,1082.7227478,,,,11.7971000,0.006,-0.006,0,1294.6900000,40.7350000,-40.7350000,0,4643.3900000,67.2904000,-67.2904000,0,4.4380000,,,0,6.3787198,,,0,2022-12-01 23:00:56,2022-12-10 12:03:03
5726,5999.01,120317234,KP,18h58m32.45s,284.6351890,+40d43m11.39s,40.7198300,1.1320000,0.041,-0.041,0,-2.3750000,0.046,-0.046,0,2460326.5355190,0.004731,-0.004731,0,6.8834027,0.0000307,-0.0000307,0,1.9200000,0.3770000,-0.3770000,0,771.0000000,49.1664000,-49.1664000,0,2.8769100,0.2052730,-0.2052730,0,87.7838000,,,,852.0000000,,,,10.4081000,0.007,-0.007,0,228.4390000,1.3455000,-1.3455000,0,6133.7700000,125.7830000,-125.7830000,0,4.3205800,0.0809883,-0.0809883,0,1.2300000,0.0600000,-0.0600000,0,2022-12-01 23:00:58,2024-04-02 10:08:02
5729,6001.01,139104940,KP,19h41m13.81s,295.3075250,+38d52m53.66s,38.8815720,-5.8220000,0.040,-0.040,0,-17.3510000,0.041,-0.041,0,2459422.4534540,0.008348,-0.008348,0,3.0039010,0.0000842,-0.0000842,0,3.8750477,0.5916121,-0.5916121,0,10093.1737819,1311.3771000,-1311.3771000,0,16.7208629,1.6414378,-1.6414378,0,1512.6541471,,,,1590.5768607,,,,14.5855000,0.008,-0.008,0,1745.7700000,74.4450000,-74.4450000,0,6052.0000000,123.0000000,-123.0000000,0,4.1353000,,,0,1.5063300,,,0,2022-12-01 23:00:58,2022-12-10 12:03:03
5731,6003.01,121731834,KP,19h14m45.29s,288.6887220,+41d09m03.99s,41.1511080,0.9700000,0.056,-0.056,0,-14.1890000,0.056,-0.056,0,2458686.1035720,0.004960,-0.004960,0,5.8599392,0.0000446,-0.0000446,0,4.0842391,0.5140662,-0.5140662,0,289.4487735,36.9340800,-36.9340800,0,2.9189614,0.4574530,-0.4574530,0,649.7355768,,,,1287.6680247,,,,10.5930000,0.006,-0.006,0,303.7280000,2.6845000,-2.6845000,0,6149.0000000,97.4510000,-97.4510000,0,4.1476500,0.0742718,-0.0742718,0,1.5092000,0.0579346,-0.0579346,0,2022-12-01 23:00:59,2022-12-10 12:03:03
5732,6004.01,48353358,KP,18h54m30.78s,283.6282600,+48d23m26.91s,48.3908080,-10.8220000,0.049,-0.049,0,-48.6740000,0.047,-0.047,0,2458685.7783970,0.002168,-0.002168,0,9.8786838,0.0000318,-0.0000318,0,1.8852042,0.2545868,-0.2545868,0,1728.7453821,162.3139200,-162.3139200,0,2.1083189,0.3531921,-0.3531921,0,6.7948733,,,,411.7798487,,,,12.1042000,0.006,-0.006,0,66.4074000,0.1060500,-0.1060500,0,3759.2700000,115.5350000,-115.5350000,0,4.8672600,0.1356490,-0.1356490,0,0.4606190,0.0505553,-0.0505553,0,2022-12-01 23:00:59,2022-12-10 12:03:03
5733,6005.01,123357864,KP,18h45m55.79s,281.4824730,+47d12m28.17s,47.2078260,-41.1430000,0.040,-0.040,0,-43.1430000,0.036,-0.036,0,2458697.4139130,0.014781,-0.014781,0,16.1455898,0.0002789,-0.0002789,0,4.5431711,0.6499666,-0.6499666,0,919.5336262,161.5487000,-161.5487000,0,3.5634670,5.1891600,-5.1891600,0,19.5319797,,,,536.1746979,,,,10.8515000,0.006,-0.006,0,107.7960000,0.2195000,-0.2195000,0,4816.0000000,105.0980000,-105.0980000,0,4.5999600,0.0795555,-0.0795555,0,0.7329950,0.0426181,-0.0426181,0,2022-12-01 23:01:00,2022-12-10 12:03:03
5734,6006.01,123309556,KP,18h44m46.74s,281.1947320,+47d29m50.14s,47.4972610,-5.5840000,0.038,-0.038,0,25.2530000,0.041,-0.041,0,2459392.2104200,0.001231,-0.001231,0,2.5080815,0.0000155,-0.0000155,0,1.1724398,0.3574079,-0.3574079,0,1292.7152523,122.5910950,-122.5910950,0,2.6163105,3.7120283,-3.7120283,0,223.5290118,,,,986.1732636,,,,12.1773000,0.006,-0.006,0,191.9040000,0.8175000,-0.8175000,0,4715.0000000,138.8780000,-138.8780000,0,4.5781200,0.0996080,-0.0996080,0,0.7395150,0.0594975,-0.0594975,0,2022-12-01 23:01:00,2022-12-10 12:03:03
5742,6013.01,53728859,KP,00h52m00.22s,13.0009160,+34d43m42.25s,34.7284020,25.5190000,0.067,-0.067,0,2.8590000,0.051,-0.051,0,2459853.9225600,0.000726,-0.000726,0,3.2573898,0.0001483,-0.0001483,0,3.1400826,0.0617541,-0.0617541,0,13770.1931364,219.8499600,-219.8499600,0,12.3569361,0.6672009,-0.6672009,0,554.7122128,,,,1237.7606776,,,,12.3396000,0.008,-0.008,0,401.3190000,5.4685000,-5.4685000,0,5698.3800000,110.6150000,-110.6150000,0,4.4032200,0.0743345,-0.0743345,0,1.0461299,0.0524472,-0.0524472,0,2022-12-15 22:35:22,2022-12-17 12:02:41
5743,6014.01,57984377,KP,00h20m40.07s,5.1669540,+31d59m23.9s,31.9899730,-4.7060000,0.078,-0.078,0,-3.2370000,0.072,-0.072,0,2459854.5491030,0.000382,-0.000382,0,2.5199146,0.0000652,-0.0000652,0,3.7121363,0.0315938,-0.0315938,0,12429.3724559,79.6395400,-79.6395400,0,17.7001932,0.8911862,-0.8911862,0,2121.5175266,,,,1730.9375747,,,,11.1355000,0.006,-0.006,0,393.0720000,10.5255000,-10.5255000,0,6116.0000000,106.5800000,-106.5800000,0,4.1113200,0.0780515,-0.0780515,0,1.5641900,0.0777889,-0.0777889,0,2022-12-15 22:35:22,2022-12-17 12:02:41
5744,6015.01,288246496,KP,23h46m40.01s,356.6667140,+31d09m21.28s,31.1559110,30.2620000,0.051,-0.051,0,-5.8520000,0.032,-0.032,0,2459854.0054710,0.000938,-0.000938,0,4.3048290,0.0002567,-0.0002567,0,3.5311266,0.0681016,-0.0681016,0,7531.4221197,129.2682200,-129.2682200,0,13.8395402,0.7188342,-0.7188342,0,925.4934848,,,,1406.7375850,,,,11.5639000,0.006,-0.006,0,431.0520000,7.4285000,-7.4285000,0,6001.0000000,143.0810000,-143.0810000,0,4.1226300,0.0823983,-0.0823983,0,1.5128400,0.0744724,-0.0744724,0,2022-12-15 22:35:23,2022-12-17 12:02:41
5746,6017.01,291751373,KP,23h56m36.47s,359.1519720,+36d12m46.64s,36.2129560,-7.7630000,0.076,-0.076,0,-8.4840000,0.047,-0.047,0,2459855.4948990,0.001626,-0.001626,0,2.5079177,0.0002607,-0.0002607,0,3.0652269,0.1400395,-0.1400395,0,6997.4591212,251.1055900,-251.1055900,0,14.7176430,1.7681618,-1.7681618,0,2704.9555580,,,,1839.3305452,,,,12.3550000,0.010,-0.010,0,735.6010000,32.0930000,-32.0930000,0,6207.3900000,290.0280000,-290.0280000,0,4.0389100,0.1523990,-0.1523990,0,1.7272500,0.1879820,-0.1879820,0,2022-12-15 22:35:23,2022-12-17 12:02:41
5751,6021.01,291685334,KP,23h54m03.63s,358.5151340,+37d01m18.57s,37.0218240,-5.1890000,0.050,-0.050,0,-1.1290000,0.035,-0.035,0,2459853.8541300,0.000740,-0.000740,0,2.0319883,0.0000939,-0.0000939,0,3.4937463,0.0600702,-0.0600702,0,12273.0056923,168.6881400,-168.6881400,0,17.7163979,1.0699655,-1.0699655,0,2886.2922002,,,,1869.4111277,,,,12.4890000,0.008,-0.008,0,705.9810000,25.1855000,-25.1855000,0,6161.0000000,134.7400000,-134.7400000,0,4.1171000,0.0921985,-0.0921985,0,1.5652300,0.0914572,-0.0914572,0,2022-12-15 22:35:25,2022-12-17 12:02:41
5759,6028.01,250707118,KP,02h12m31.46s,33.1310920,+51d46m43.59s,51.7787750,-9.8050000,0.101,-0.101,0,1.8980000,0.083,-0.083,0,2459885.0168380,0.000785,-0.000785,0,5.7238582,0.0003119,-0.0003119,0,3.8545141,0.0762659,-0.0762659,0,8682.2466029,141.8297100,-141.8297100,0,11.6470757,0.7574461,-0.7574461,0,434.1768781,,,,1164.2236638,,,,11.2791000,0.006,-0.006,0,313.5760000,4.3700000,-4.3700000,0,6086.0000000,115.0110000,-115.0110000,0,4.3151700,0.0871291,-0.0871291,0,1.2305200,0.0756281,-0.0756281,0,2023-01-20 00:26:40,2023-01-19 16:52:49
5762,6030.01,245392284,KP,02h33m28.6s,38.3691650,+56d01m32.55s,56.0257080,-3.2520000,0.067,-0.067,0,0.0520000,0.081,-0.081,0,2459883.2798340,0.001803,-0.001803,0,1.7442831,0.0002034,-0.0002034,0,2.1928372,0.0994141,-0.0994141,0,7445.2479047,382.5108000,-382.5108000,0,15.3898195,0.7614973,-0.7614973,0,7630.7714990,,,,2383.7563437,,,,11.9004000,0.010,-0.010,0,655.0130000,16.6855000,-16.6855000,0,8039.0000000,143.6200000,-143.6200000,0,4.3194300,0.0718579,-0.0718579,0,1.6008000,0.0610603,-0.0610603,0,2023-01-20 00:26:40,2023-01-19 16:52:49
5763,6031.01,292152376,KP,02h04m10.26s,31.0427610,+46d41m16.26s,46.6878510,-9.8250000,0.100,-0.100,0,3.4770000,0.086,-0.086,0,2459883.6177650,0.000140,-0.000140,0,2.1499907,0.0000198,-0.0000198,0,3.1026968,0.0104829,-0.0104829,0,25640.8126075,81.1000600,-81.1000600,0,20.6364944,0.9848484,-0.9848484,0,1865.4537814,,,,1676.1615458,,,,10.7696000,0.006,-0.006,0,289.2050000,5.2610000,-5.2610000,0,6340.0000000,125.2540000,-125.2540000,0,4.3338700,0.0843417,-0.0843417,0,1.2630399,0.0601859,-0.0601859,0,2023-01-20 00:26:41,2023-01-19 16:52:49
5776,6043.01,453064665,KP,04h58m01.05s,74.5043820,+48d18m03.08s,48.3008550,14.7320000,0.080,-0.080,0,-43.7760000,0.061,-0.061,0,2459911.8513070,0.000786,-0.000786,0,2.6452121,0.0001519,-0.0001519,0,3.0559836,0.0706472,-0.0706472,0,10456.8418233,201.8516200,-201.8516200,0,12.7803657,0.7554901,-0.7554901,0,970.5163576,,,,1423.5425881,,,,11.8889000,0.024,-0.024,0,348.8150000,4.8835000,-4.8835000,0,5596.0000000,181.6130000,-181.6130000,0,4.2464400,0.0841986,-0.0841986,0,1.2406000,0.0658794,-0.0658794,0,2023-02-08 21:13:33,2023-02-10 12:02:45
5782,6049.01,353459965,KP,04h24m59.55s,66.2481420,+39d27m38.17s,39.4606020,14.4030000,0.129,-0.129,0,-9.3770000,0.089,-0.089,0,2459918.2006500,0.000909,-0.000909,0,10.8614911,0.0012754,-0.0012754,0,5.5511467,0.0891427,-0.0891427,0,11069.1320347,156.9885900,-156.9885900,0,9.5731365,2.0672128,-2.0672128,0,79.7577939,,,,762.1896249,,,,11.0878000,0.006,-0.006,0,192.5160000,2.0315000,-2.0315000,0,5663.5500000,98.6637000,-98.6637000,0,4.5369300,0.1879250,-0.1879250,0,0.8950950,0.1926980,-0.1926980,0,2023-02-08 21:13:36,2023-02-10 12:02:45
5786,6052.01,9443323,KP,04h35m23.16s,68.8465090,+56d52m05.77s,56.8682690,-10.8830000,0.072,-0.072,0,11.8620000,0.064,-0.064,0,2459913.8010960,0.001678,-0.001678,0,4.0135700,0.0005642,-0.0005642,0,4.1381202,0.1261251,-0.1261251,0,8561.4394866,218.6880500,-218.6880500,0,14.9544789,0.9052464,-0.9052464,0,886.2336482,,,,1391.5756101,,,,12.1957000,0.006,-0.006,0,515.5900000,12.4805000,-12.4805000,0,5679.0000000,165.3850000,-165.3850000,0,4.0729400,0.0857500,-0.0857500,0,1.5301200,0.0837362,-0.0837362,0,2023-02-08 21:13:37,2023-02-10 12:02:45
5809,6072.01,147797743,KP,07h22m56.48s,110.7353310,+67d15m09.57s,67.2526570,6.9070000,0.030,-0.030,0,24.0310000,0.036,-0.036,0,2459940.3743020,0.000300,-0.000300,0,3.6915590,0.0000815,-0.0000815,0,2.7207580,0.0227635,-0.0227635,0,16316.0231993,108.9791950,-108.9791950,0,14.7244708,0.7215341,-0.7215341,0,512.0234924,,,,1213.2274319,,,,10.7447000,0.006,-0.006,0,209.2290000,1.1275000,-1.1275000,0,5720.0000000,128.6380000,-128.6380000,0,4.3735500,0.0745976,-0.0745976,0,1.0878299,0.0528995,-0.0528995,0,2023-02-23 20:51:11,2023-02-23 16:02:01
5810,6073.01,271424111,KP,19h40m06.16s,295.0256620,+46d57m21.43s,46.9559540,-1.9080000,0.050,-0.050,0,-8.5110000,0.049,-0.049,0,2459393.0286170,0.004384,-0.004384,0,3.2687063,0.0000544,-0.0000544,0,3.6398573,0.4082884,-0.4082884,0,9692.5415934,892.9353600,-892.9353600,0,15.0466879,1.1478163,-1.1478163,0,1155.6463869,,,,1487.0514371,,,,14.3999000,0.007,-0.007,0,1523.0000000,64.6250000,-64.6250000,0,6007.2200000,147.0040000,-147.0040000,0,4.1878100,,,0,1.4053700,,,0,2023-02-23 20:52:26,2023-02-23 16:02:01
5820,6081.01,271431851,KP,19h40m22.79s,295.0949570,+43d32m15.23s,43.5375650,-4.2630000,0.047,-0.047,0,-1.2410000,0.052,-0.052,0,2459397.0934420,0.008386,-0.008386,0,7.8864218,0.0002440,-0.0002440,0,4.9429378,0.9122589,-0.9122589,0,6241.5672443,916.1197000,-916.1197000,0,12.4048291,3.1102912,-3.1102912,0,358.1159257,,,,1109.4957891,,,,14.4952000,0.008,-0.008,0,1506.5800000,56.6300000,-56.6300000,0,5597.0000000,123.0000000,-123.0000000,0,4.0471700,,,0,1.5605100,,,0,2023-03-02 20:05:25,2023-03-02 13:33:57
5822,6083.01,299089652,KP,19h15m23.73s,288.8488550,+51d12m32.54s,51.2090380,31.9350000,0.041,-0.041,0,-2.5130000,0.046,-0.046,0,2459752.8937460,0.010352,-0.010352,0,,,,0,9.3055095,0.8226749,-0.8226749,0,3608.2663496,474.4871000,-474.4871000,0,6.0762071,0.6943608,-0.6943608,0,0.7995303,,,,241.1728841,,,,11.9363000,0.006,-0.006,0,298.5320000,1.9595000,-1.9595000,0,5576.3100000,102.9130000,-102.9130000,0,4.4842500,0.0737161,-0.0737161,0,0.9406030,0.0414573,-0.0414573,0,2023-03-02 20:05:25,2023-03-02 13:33:57
5826,6087.01,48448369,KP,18h58m57.39s,284.7391160,+49d35m54.4s,49.5984450,12.8890000,0.040,-0.040,0,14.2160000,0.037,-0.037,0,2459806.5088010,0.006343,-0.006343,0,,,,0,2.2996357,0.5997592,-0.5997592,0,2097.1164668,265.6908300,-265.6908300,0,5.0218625,2.0479300,-2.0479300,0,18.5331878,,,,529.1847026,,,,11.8216000,0.007,-0.007,0,334.7970000,2.3875000,-2.3875000,0,5819.7200000,144.0030000,-144.0030000,0,4.4130500,0.0826292,-0.0826292,0,1.0546401,0.0595176,-0.0595176,0,2023-03-02 20:05:26,2023-03-02 13:33:57
5827,6088.01,122375047,KP,19h21m41.03s,290.4209690,+37d51m05.96s,37.8516560,25.2840000,0.033,-0.033,0,-30.7110000,0.037,-0.037,0,2459398.8963480,0.005168,-0.005168,0,9.2866733,0.0001811,-0.0001811,0,3.2593808,0.5026776,-0.5026776,0,713.8494352,90.8015750,-90.8015750,0,2.6996251,0.5689298,-0.5689298,0,93.8814469,,,,793.8979730,,,,11.3992000,0.006,-0.006,0,218.5620000,0.9705000,-0.9705000,0,5511.0000000,101.5100000,-101.5100000,0,4.5036700,0.0702970,-0.0702970,0,0.9118230,0.0407035,-0.0407035,0,2023-03-02 20:05:26,2023-03-02 13:33:57
5828,6089.01,350814622,KP,19h02m27.71s,285.6154490,+50d08m08.78s,50.1357710,6.0030000,0.039,-0.039,0,4.6720000,0.043,-0.043,0,2459391.4829220,0.002903,-0.002903,0,3.2135636,0.0000419,-0.0000419,0,4.3141611,0.5770433,-0.5770433,0,654.7322821,59.7497800,-59.7497800,0,4.1549554,1.9306780,-1.9306780,0,1364.5815362,,,,1550.1353571,,,,11.7266000,0.006,-0.006,0,487.9160000,5.8295000,-5.8295000,0,5772.0000000,103.4340000,-103.4340000,0,4.0452700,0.0707650,-0.0707650,0,1.5952100,0.0681910,-0.0681910,0,2023-03-02 20:05:26,2023-03-02 13:33:57
5830,6090.01,268159158,KP,19h54m32.56s,298.6356480,+44d10m15.38s,44.1709390,-1.6730000,0.049,-0.049,0,-0.7400000,0.049,-0.049,0,2459420.8634180,0.006421,-0.006421,0,4.7082414,0.0000495,-0.0000495,0,3.7013817,0.5247506,-0.5247506,0,10708.3035830,1697.5685000,-1697.5685000,0,15.2797869,12.5217110,-12.5217110,0,363.7498778,,,,1113.8339818,,,,14.5892000,0.008,-0.008,0,1065.3700000,36.4050000,-36.4050000,0,5490.0000000,123.0000000,-123.0000000,0,4.3011000,,,0,1.1471500,,,0,2023-03-02 20:05:26,2025-09-03 16:00:01
6029,6269.01,168281028,KP,10h17m05.05s,154.2710620,-25d16m34.67s,-25.2762980,-21.7520000,0.066,-0.066,0,-7.5400000,0.070,-0.070,0,2459991.4349640,0.001907,-0.001907,0,4.3744614,0.0006375,-0.0006375,0,3.0484494,0.1511305,-0.1511305,0,3270.9828556,162.7479600,-162.7479600,0,6.4637765,0.6338399,-0.6338399,0,419.4378829,,,,1154.2148636,,,,11.8134000,0.007,-0.007,0,343.5250000,5.0490000,-5.0490000,0,5677.0000000,129.3580000,-129.3580000,0,4.3473500,0.0775018,-0.0775018,0,1.1156300,0.0580930,-0.0580930,0,2023-04-13 19:49:20,2023-04-18 12:03:33
6034,6273.01,142211778,KP,12h02m11.09s,180.5462190,-35d32m54.99s,-35.5486090,-2.4160000,0.040,-0.040,0,1.4870000,0.025,-0.025,0,2460016.8465020,0.003919,-0.003919,0,3.0520570,0.0009409,-0.0009409,0,3.4817792,0.2898829,-0.2898829,0,9403.0926011,727.5328400,-727.5328400,0,13.6453428,1.2313935,-1.2313935,0,1077.3440583,,,,1461.1955966,,,,13.9069000,0.006,-0.006,0,1096.1900000,41.5650000,-41.5650000,0,5726.0000000,122.0000000,-122.0000000,0,4.1624600,,,0,1.3870800,,,0,2023-04-27 20:49:01,2023-04-27 16:02:02
6041,6278.01,157230659,KP,11h44m59.99s,176.2499420,-35d38m26.03s,-35.6405630,-18.4140000,0.044,-0.044,0,7.1380000,0.032,-0.032,0,2460019.1412300,0.002268,-0.002268,0,7.5337657,0.0021649,-0.0021649,0,5.5843836,0.2017168,-0.2017168,0,4697.1753086,225.9240300,-225.9240300,0,10.6111190,0.7725753,-0.7725753,0,422.1623374,,,,1156.0846131,,,,11.6634000,0.006,-0.006,0,446.4420000,7.5795000,-7.5795000,0,5869.0000000,123.9280000,-123.9280000,0,4.0945300,0.0766690,-0.0766690,0,1.5290500,0.0744673,-0.0744673,0,2023-04-27 20:49:02,2023-04-27 16:02:02
6338,6546.01,9385460,KP,12h46m48.68s,191.7028210,-24d25m38.6s,-24.4273900,-1.1560000,0.056,-0.056,0,-2.2190000,0.048,-0.048,0,2460044.2024780,0.001713,-0.001713,0,3.3779614,0.0004781,-0.0004781,0,4.2709189,0.1281173,-0.1281173,0,7198.7471125,248.2248000,-248.2248000,0,14.3326751,0.9640704,-0.9640704,0,1619.4059744,,,,1617.9261106,,,,12.5329000,0.008,-0.008,0,773.9740000,19.8190000,-19.8190000,0,6113.0000000,133.0740000,-133.0740000,0,4.0576900,0.0900418,-0.0900418,0,1.6616499,0.0947234,-0.0947234,0,2023-06-29 17:44:39,2023-07-08 12:03:10
6339,6547.01,915110182,KP,10h52m24.25s,163.1010360,-61d26m48.69s,-61.4468590,-14.9420000,0.050,-0.050,0,9.8780000,0.053,-0.053,0,2460042.5405610,0.003437,-0.003437,0,1.4328255,0.0003463,-0.0003463,0,2.0718518,0.2736095,-0.2736095,0,51089.4348604,4659.9860000,-4659.9860000,0,18.2238418,2.0446618,-2.0446618,0,528.4147032,,,,1222.8226457,,,,14.7028000,0.008,-0.008,0,566.4590000,11.2695000,-11.2695000,0,4588.0000000,124.0000000,-124.0000000,0,4.4763700,,,0,0.8175440,,,0,2023-06-29 17:44:39,2023-07-08 12:03:10
6342,655.01,35516889,KP,09h53m40.02s,148.4167670,-45d39m32.79s,-45.6591080,-35.4070000,0.041,-0.041,0,17.2880000,0.040,-0.040,0,2459304.0627150,0.000145,-0.000145,0,0.7888389,0.0000003,-0.0000003,0,1.6416539,0.0071697,-0.0071697,0,22614.8958863,93.1708700,-93.1708700,0,16.4131054,0.7789720,-0.7789720,0,3170.9888441,,,,1913.8964113,,,,11.6044000,0.006,-0.006,0,268.3250000,1.7090000,-1.7090000,0,5568.0000000,,,0,4.3926700,,,0,1.0280499,0.0486734,-0.0486734,0,2019-05-07 15:39:33,2024-09-19 10:08:01
6344,6551.01,166527623,KP,13h50m06.24s,207.5260010,-40d50m09.23s,-40.8358960,-28.8430000,0.108,-0.108,0,-22.4250000,0.107,-0.107,0,2460044.6349220,0.000694,-0.000694,0,6.9593972,0.0003679,-0.0003679,0,4.8553269,0.0468821,-0.0468821,0,4826.8656037,252.2630600,-252.2630600,0,9.3800527,0.5455733,-0.5455733,0,341.0877558,,,,1096.0649295,,,,9.1871000,0.006,-0.006,0,127.2800000,1.0960000,-1.0960000,0,5854.0000000,,,0,4.4380000,,,0,1.3372900,0.0659899,-0.0659899,0,2023-07-20 23:27:26,2024-07-17 12:02:46
6353,656.01,36734222,KP,10h19m37.96s,154.9081870,-09d48m23.19s,-9.8064430,-42.0440000,0.069,-0.069,0,-38.1930000,0.066,-0.066,0,2458543.6046330,0.000031,-0.000031,0,0.8134733,0.0000003,-0.0000003,0,1.2629640,0.0046982,-0.0046982,0,25866.8347400,86.5788700,-86.5788700,0,13.1118363,1.2943878,-1.2943878,0,680.8952697,,,,1302.8362350,,,,11.1184000,0.006,-0.006,0,86.7467000,0.3269000,-0.3269000,0,4400.0000000,,,0,4.6455500,,,0,0.7576490,0.0747613,-0.0747613,0,2019-05-07 15:39:33,2024-09-19 10:08:01
